trade_date,M1_price,M2_price,M3_price,M4_price,M1_M2_spread,M2_M3_spread,M3_M4_spread,M1_M2_spread_change,M2_M3_spread_change,M3_M4_spread_change
2021-01-05,7997.0,7999.0,8001.5,8002.5,-2.0,-2.5,-1.0,-0.5294117647058824,-0.4117647058823529,-0.6363636363636364
2021-01-06,8032.5,8034.5,8037.0,8038.0,-2.0,-2.5,-1.0,0.0,0.0,0.0
2021-01-07,8169.0,8172.75,8176.5,8179.0,-3.75,-3.75,-2.5,0.875,0.5,1.5
2021-01-08,8120.0,8123.75,8127.5,8129.75,-3.75,-3.75,-2.25,0.0,0.0,-0.09999999999999998
2021-01-11,7851.25,7857.75,7860.75,7863.0,-6.5,-3.0,-2.25,0.7333333333333334,-0.19999999999999996,0.0
2021-01-12,7965.5,7972.0,7974.0,7973.5,-6.5,-2.0,0.5,0.0,-0.33333333333333337,-1.2222222222222223
2021-01-13,7996.5,8004.25,8007.25,8007.0,-7.75,-3.0,0.25,0.1923076923076923,0.5,-0.5
2021-01-14,8039.5,8047.0,8048.0,8045.75,-7.5,-1.0,2.25,-0.032258064516129004,-0.6666666666666667,8.0
2021-01-15,7937.75,7946.5,7948.0,7947.5,-8.75,-1.5,0.5,0.16666666666666674,0.5,-0.7777777777777778
2021-01-18,7968.0,7971.0,7971.0,7970.0,-3.0,0.0,1.0,-0.6571428571428571,-1.0,1.0
2021-01-20,8046.5,8044.5,8043.0,8039.75,2.0,1.5,3.25,-1.6666666666666665,0.19999999999999996,0.30000000000000004
2021-01-21,8022.25,8021.75,8021.5,8019.0,0.5,0.25,2.5,-0.75,-0.8333333333333334,-0.23076923076923073
2021-01-22,8001.75,8001.0,8000.25,7997.75,0.75,0.75,2.5,0.5,2.0,0.0
2021-01-25,7972.0,7971.75,7971.25,7969.75,0.25,0.5,1.5,-0.6666666666666667,-0.33333333333333337,-0.4
2021-01-26,8011.75,8011.75,8010.75,8009.5,0.0,1.0,1.25,-1.0,1.0,-0.16666666666666663
2021-01-27,7826.75,7827.25,7827.0,7826.5,-0.5,0.25,0.5,-inf,-0.75,-0.6
2021-01-28,7882.15,7878.75,7875.25,7873.25,3.399999999999636,3.5,2.0,-7.799999999999272,13.0,3.0
2021-01-29,7862.5,7859.75,7857.5,7856.0,2.75,2.25,1.5,-0.1911764705881488,-0.3571428571428571,-0.25
2021-02-01,7802.55,7800.05,7799.5,7798.25,2.5,0.5500000000001819,1.25,-0.09090909090909094,-0.7555555555554747,-0.16666666666666663
2021-02-02,7784.5,7780.25,7778.0,7776.5,4.25,2.25,1.5,0.7,3.090909090907738,0.19999999999999996
2021-02-03,7851.5,7846.25,7843.5,7841.25,5.25,2.75,2.25,0.23529411764705888,0.22222222222222232,0.5
2021-02-04,7826.5,7825.5,7824.0,7822.25,1.0,1.5,1.75,-0.8095238095238095,-0.4545454545454546,-0.2222222222222222
2021-02-05,7922.0,7917.5,7914.5,7910.25,4.5,3.0,4.25,3.5,1.0,1.4285714285714284
2021-02-08,8046.75,8044.25,8039.75,8034.75,2.5,4.5,5.0,-0.4444444444444444,0.5,0.17647058823529416
2021-02-09,8156.75,8154.25,8149.75,8145.5,2.5,4.5,4.25,0.0,0.0,-0.15000000000000002
2021-02-10,8304.0,8303.5,8300.75,8297.75,0.5,2.75,3.0,-0.8,-0.38888888888888884,-0.2941176470588235
2021-02-11,8288.75,8285.75,8282.25,8279.75,3.0,3.5,2.5,5.0,0.2727272727272727,-0.16666666666666663
2021-02-12,8351.5,8344.5,8336.0,8330.5,7.0,8.5,5.5,1.3333333333333335,1.4285714285714284,1.2000000000000002
2021-02-15,8422.5,8407.5,8399.0,8392.0,15.0,8.5,7.0,1.1428571428571428,0.0,0.2727272727272727
2021-02-17,8398.25,8392.75,8388.5,8381.0,5.5,4.25,7.5,-0.6333333333333333,-0.34615384615384615,0.5
2021-02-18,8562.25,8556.75,8551.5,8543.5,5.5,5.25,8.0,0.0,0.23529411764705888,0.06666666666666665
2021-02-19,8923.75,8915.75,8909.5,8899.0,8.0,6.25,10.5,0.4545454545454546,0.19047619047619047,0.3125
2021-02-22,9111.0,9105.5,9101.0,9092.25,5.5,4.5,8.75,-0.3125,-0.28,-0.16666666666666663
2021-02-23,9219.5,9214.0,9210.0,9202.5,5.5,4.0,7.5,0.0,-0.11111111111111116,-0.1428571428571429
2021-02-24,9326.0,9318.0,9312.0,9303.5,8.0,6.0,8.5,0.4545454545454546,0.5,0.1333333333333333
2021-02-25,9428.25,9420.75,9415.75,9407.25,7.5,5.0,8.5,-0.0625,-0.16666666666666663,0.0
2021-02-26,9093.25,9084.25,9080.0,9074.0,9.0,4.25,6.0,0.19999999999999996,-0.15000000000000002,-0.2941176470588235
2021-03-01,9062.0,9051.0,9046.0,9041.0,11.0,5.0,5.0,0.22222222222222232,0.17647058823529416,-0.16666666666666663
2021-03-02,9195.25,9182.25,9174.25,9167.0,13.0,8.0,7.25,0.18181818181818188,0.6000000000000001,0.44999999999999996
2021-03-03,9120.75,9109.75,9103.75,9099.0,11.0,6.0,4.75,-0.15384615384615385,-0.25,-0.3448275862068966
2021-03-04,8924.75,8914.75,8908.75,8904.25,10.0,6.0,4.5,-0.09090909090909094,0.0,-0.052631578947368474
2021-03-05,8911.2,8901.75,8896.75,8892.25,9.450000000000728,5.0,4.5,-0.05499999999992722,-0.16666666666666663,0.0
2021-03-08,9018.0,9008.25,9002.0,8995.5,9.75,6.25,6.5,0.03174603174595236,0.25,0.4444444444444444
2021-03-09,8797.5,8788.5,8782.5,8776.5,9.0,6.0,6.0,-0.07692307692307687,-0.040000000000000036,-0.07692307692307687
2021-03-10,8877.75,8869.25,8864.0,8859.0,8.5,5.25,5.0,-0.05555555555555558,-0.125,-0.16666666666666663
2021-03-11,9069.0,9064.0,9059.75,9055.0,5.0,4.25,4.75,-0.4117647058823529,-0.19047619047619047,-0.050000000000000044
2021-03-12,9104.0,9094.0,9088.0,9081.5,10.0,6.0,6.5,1.0,0.41176470588235303,0.368421052631579
2021-03-15,9164.25,9157.25,9150.5,9142.75,7.0,6.75,7.75,-0.30000000000000004,0.125,0.1923076923076923
2021-03-17,9079.5,9074.25,9069.0,9060.75,5.25,5.25,8.25,-0.25,0.3125,1.0625
2021-03-18,9072.5,9066.0,9060.0,9050.75,6.5,6.0,9.25,0.23809523809523814,0.1428571428571428,0.1212121212121211
2021-03-19,9076.25,9068.75,9062.0,9052.5,7.5,6.75,9.5,0.15384615384615374,0.125,0.027027027027026973
2021-03-22,9123.75,9118.25,9112.75,9105.0,5.5,5.5,7.75,-0.2666666666666667,-0.18518518518518523,-0.1842105263157895
2021-03-23,8991.0,8987.0,8982.75,8977.25,4.0,4.25,5.5,-0.2727272727272727,-0.2272727272727273,-0.29032258064516125
2021-03-24,8985.25,8982.75,8980.75,8976.25,2.5,2.0,4.5,-0.375,-0.5294117647058824,-0.18181818181818177
2021-03-25,8791.0,8786.5,8783.25,8777.5,4.5,3.25,5.75,0.8,0.625,0.2777777777777777
2021-03-26,8973.5,8969.0,8965.75,8960.0,4.5,3.25,5.75,0.0,0.0,0.0
2021-03-29,8874.5,8871.25,8868.75,8863.75,3.25,2.5,5.0,-0.2777777777777778,-0.23076923076923073,-0.13043478260869568
2021-03-30,8780.0,8777.5,8776.0,8773.0,2.5,1.5,3.0,-0.23076923076923073,-0.4,-0.4
2021-03-31,8793.0,8789.0,8787.75,8784.5,4.0,1.25,3.25,0.6000000000000001,-0.16666666666666663,0.08333333333333326
2021-04-01,8799.5,8795.0,8792.75,8789.0,4.5,2.25,3.75,0.125,0.8,0.15384615384615374
2021-04-06,9059.5,9053.75,9050.5,9045.5,5.75,3.25,5.0,0.2777777777777777,0.4444444444444444,0.33333333333333326
2021-04-07,8924.5,8920.0,8917.5,8914.5,4.5,2.5,3.0,-0.21739130434782605,-0.23076923076923073,-0.4
2021-04-08,9018.25,9012.75,9010.25,9007.25,5.5,2.5,3.0,0.22222222222222232,0.0,0.0
2021-04-09,8934.75,8930.0,8928.0,8925.75,4.75,2.0,2.25,-0.13636363636363635,-0.19999999999999996,-0.25
2021-04-12,8865.25,8862.25,8862.25,8860.25,3.0,0.0,2.0,-0.368421052631579,-1.0,-0.11111111111111116
2021-04-13,8903.25,8901.25,8900.75,8899.5,2.0,0.5,1.25,-0.33333333333333337,inf,-0.375
2021-04-14,9082.0,9078.0,9076.25,9074.0,4.0,1.75,2.25,1.0,2.5,0.8
2021-04-15,9295.25,9290.5,9286.75,9283.25,4.75,3.75,3.5,0.1875,1.1428571428571428,0.5555555555555556
2021-04-16,9225.5,9217.5,9214.25,9210.25,8.0,3.25,4.0,0.6842105263157894,-0.1333333333333333,0.1428571428571428
2021-04-19,9384.25,9380.75,9378.75,9374.75,3.5,2.0,4.0,-0.5625,-0.3846153846153846,0.0
2021-04-21,9453.0,9449.0,9445.0,9440.5,4.0,4.0,4.5,0.1428571428571428,0.6000000000000001,0.6363636363636365
2021-04-22,9411.25,9407.0,9403.75,9399.75,4.25,3.25,4.0,0.0625,-0.1875,-0.11111111111111116
2021-04-23,9563.5,9558.75,9555.5,9551.0,4.75,3.25,4.5,0.11764705882352944,0.0,0.125
2021-04-26,9761.0,9757.25,9754.5,9749.75,3.75,2.75,4.75,-0.21052631578947367,-0.15384615384615385,0.05555555555555558
2021-04-27,9860.5,9858.5,9857.0,9854.0,2.0,1.5,3.0,-0.4666666666666667,-0.4545454545454546,-0.368421052631579
2021-04-28,9883.25,9880.75,9878.75,9874.0,2.5,2.0,4.75,0.25,0.33333333333333326,0.5833333333333333
2021-04-29,9893.5,9889.75,9887.25,9883.5,3.75,2.5,3.75,0.5,0.25,-0.21052631578947367
2021-04-30,9833.0,9828.75,9826.75,9824.0,4.25,2.0,2.75,0.1333333333333333,-0.19999999999999996,-0.2666666666666667
2021-05-04,9973.0,9969.25,9967.5,9965.5,3.75,1.75,2.0,-0.11764705882352944,-0.125,-0.2727272727272727
2021-05-05,9955.0,9952.5,9951.0,9949.5,2.5,1.5,1.5,-0.33333333333333337,-0.1428571428571429,-0.25
2021-05-06,10099.75,10096.75,10095.0,10091.5,3.0,1.75,3.5,0.19999999999999996,0.16666666666666674,1.3333333333333335
2021-05-07,10423.5,10420.5,10419.0,10416.5,3.0,1.5,2.5,0.0,-0.1428571428571429,-0.2857142857142857
2021-05-10,10382.75,10382.25,10383.0,10382.0,0.5,-0.75,1.0,-0.8333333333333334,-1.5,-0.6
2021-05-11,10452.5,10458.5,10460.5,10461.0,-6.0,-2.0,-0.5,-13.0,1.6666666666666665,-1.5
2021-05-12,10436.25,10442.0,10446.0,10446.5,-5.75,-4.0,-0.5,-0.04166666666666663,1.0,0.0
2021-05-13,10328.75,10335.25,10340.25,10343.25,-6.5,-5.0,-3.0,0.13043478260869557,0.25,5.0
2021-05-14,10215.0,10227.0,10234.5,10242.0,-12.0,-7.5,-7.5,0.8461538461538463,0.5,1.5
2021-05-17,10344.75,10358.75,10366.25,10372.75,-14.0,-7.5,-6.5,0.16666666666666674,0.0,-0.1333333333333333
2021-05-19,9992.5,9999.5,10004.0,10007.0,-7.0,-4.5,-3.0,-0.5,-0.4,-0.52
2021-05-20,10041.5,10048.5,10052.0,10053.5,-7.0,-3.5,-1.5,0.0,-0.2222222222222222,-0.5
2021-05-21,9877.0,9883.0,9885.5,9885.5,-6.0,-2.5,0.0,-0.1428571428571429,-0.2857142857142857,-1.0
2021-05-24,9939.75,9945.25,9948.5,9950.0,-5.5,-3.25,-1.5,-0.08333333333333337,0.30000000000000004,-inf
2021-05-25,9910.75,9916.5,9919.5,9921.0,-5.75,-3.0,-1.5,0.045454545454545414,-0.07692307692307687,0.0
2021-05-26,9971.25,9977.5,9980.25,9982.25,-6.25,-2.75,-2.0,0.08695652173913038,-0.08333333333333337,0.33333333333333326
2021-05-27,10212.15,10219.4,10222.25,10225.25,-7.25,-2.850000000000364,-3.0,0.15999999999999992,0.036363636363768714,0.5
2021-05-28,10250.75,10257.75,10259.25,10263.75,-7.0,-1.5,-4.5,-0.03448275862068961,-0.473684210526383,0.5
2021-06-01,10236.5,10243.5,10245.25,10249.0,-7.0,-1.75,-3.75,0.0,0.16666666666666674,-0.16666666666666663
2021-06-02,10134.15,10143.0,10146.75,10151.5,-8.850000000000364,-3.75,-4.75,0.2642857142857662,1.1428571428571428,0.2666666666666666
2021-06-03,9772.25,9781.75,9785.75,9792.0,-9.5,-4.0,-6.25,0.07344632768357173,0.06666666666666665,0.3157894736842106
2021-06-04,9941.25,9949.75,9953.5,9958.5,-8.5,-3.75,-5.0,-0.10526315789473684,-0.0625,-0.19999999999999996
2021-06-07,9883.75,9893.75,9897.25,9903.0,-10.0,-3.5,-5.75,0.17647058823529416,-0.06666666666666665,0.1499999999999999
2021-06-08,9941.0,9954.0,9959.75,9966.0,-13.0,-5.75,-6.25,0.30000000000000004,0.6428571428571428,0.08695652173913038
2021-06-09,9956.25,9967.5,9973.75,9979.25,-11.25,-6.25,-5.5,-0.13461538461538458,0.08695652173913038,-0.12
2021-06-10,9864.25,9876.75,9884.25,9890.75,-12.5,-7.5,-6.5,0.11111111111111116,0.19999999999999996,0.18181818181818188
2021-06-11,9975.75,9989.25,9997.25,10003.75,-13.5,-8.0,-6.5,0.08000000000000007,0.06666666666666665,0.0
2021-06-14,9938.25,9953.75,9963.0,9971.25,-15.5,-9.25,-8.25,0.14814814814814814,0.15625,0.26923076923076916
2021-06-16,9652.25,9661.75,9669.25,9674.0,-9.5,-7.5,-4.75,-0.3870967741935484,-0.25,-0.3870967741935484
2021-06-17,9302.25,9311.25,9318.25,9322.75,-9.0,-7.0,-4.5,-0.052631578947368474,-0.06666666666666665,-0.052631578947368474
2021-06-18,9133.25,9142.0,9148.5,9152.5,-8.75,-6.5,-4.0,-0.02777777777777779,-0.0714285714285714,-0.11111111111111116
2021-06-21,9168.0,9176.5,9182.5,9185.0,-8.5,-6.0,-2.5,-0.02857142857142858,-0.07692307692307687,-0.375
2021-06-22,9288.5,9297.5,9304.0,9307.0,-9.0,-6.5,-3.0,0.05882352941176472,0.08333333333333326,0.19999999999999996
2021-06-23,9466.75,9476.25,9484.5,9489.5,-9.5,-8.25,-5.0,0.05555555555555558,0.26923076923076916,0.6666666666666667
2021-06-24,9403.75,9413.0,9421.0,9424.5,-9.25,-8.0,-3.5,-0.02631578947368418,-0.030303030303030276,-0.30000000000000004
2021-06-25,9399.4,9408.65,9415.65,9419.15,-9.25,-7.0,-3.5,0.0,-0.125,0.0
2021-06-28,9372.25,9381.5,9389.0,9393.0,-9.25,-7.5,-4.0,0.0,0.0714285714285714,0.1428571428571428
2021-06-29,9323.0,9330.5,9336.5,9337.5,-7.5,-6.0,-1.0,-0.18918918918918914,-0.19999999999999996,-0.75
2021-06-30,9363.5,9371.0,9377.0,9376.5,-7.5,-6.0,0.5,0.0,0.0,-1.5
2021-07-01,9303.75,9313.0,9322.0,9325.5,-9.25,-9.0,-3.5,0.2333333333333334,0.5,-8.0
2021-07-02,9358.02,9367.0,9375.5,9381.0,-8.979999999999563,-8.5,-5.5,-0.02918918918923641,-0.05555555555555558,0.5714285714285714
2021-07-05,9490.1,9499.7,9508.7,9514.2,-9.600000000000364,-9.0,-5.5,0.06904231625844437,0.05882352941176472,0.0
2021-07-06,9290.04,9299.99,9308.49,9313.99,-9.949999999998909,-8.5,-5.5,0.03645833333318027,-0.05555555555555558,0.0
2021-07-07,9430.81,9440.8,9449.55,9456.8,-9.989999999999782,-8.75,-7.25,0.004020100502600821,0.02941176470588225,0.3181818181818181
2021-07-08,9294.5,9306.5,9316.5,9324.49,-12.0,-10.0,-7.989999999999782,0.20120120120122742,0.1428571428571428,0.10206896551721134
2021-07-09,9488.75,9501.75,9512.25,9520.0,-13.0,-10.5,-7.75,0.08333333333333326,0.050000000000000044,-0.03003754693364058
2021-07-12,9379.5,9391.5,9400.75,9407.0,-12.0,-9.25,-6.25,-0.07692307692307687,-0.11904761904761907,-0.19354838709677424
2021-07-13,9379.25,9392.75,9403.0,9411.0,-13.5,-10.25,-8.0,0.125,0.10810810810810811,0.28
2021-07-14,9306.55,9320.55,9332.0,9341.25,-14.0,-11.450000000000728,-9.25,0.03703703703703698,0.11707317073177825,0.15625
2021-07-15,9452.75,9466.0,9477.0,9484.9,-13.25,-11.0,-7.899999999999636,-0.0535714285714286,-0.039301310043729165,-0.1459459459459853
2021-07-16,9391.5,9406.25,9416.75,9425.0,-14.75,-10.5,-8.25,0.1132075471698113,-0.045454545454545414,0.04430379746840263
2021-07-19,9188.5,9203.5,9212.5,9221.25,-15.0,-9.0,-8.75,0.016949152542372836,-0.1428571428571429,0.06060606060606055
2021-07-21,9331.5,9341.0,9349.0,9353.5,-9.5,-8.0,-4.5,-0.3666666666666667,-0.11111111111111116,-0.47058823529411764
2021-07-22,9428.28,9437.0,9444.5,9447.5,-8.719999999999345,-7.5,-3.0,-0.08210526315796363,-0.0625,-0.33333333333333337
2021-07-23,9503.5,9512.25,9520.0,9521.5,-8.75,-7.75,-1.5,0.0034403669725524555,0.03333333333333344,-0.5
2021-07-26,9799.25,9807.0,9812.5,9814.5,-7.75,-5.5,-2.0,-0.11428571428571432,-0.29032258064516125,0.33333333333333326
2021-07-27,9746.5,9754.25,9760.0,9762.75,-7.75,-5.75,-2.75,0.0,0.045454545454545414,0.375
2021-07-28,9671.0,9679.0,9686.5,9691.25,-8.0,-7.5,-4.75,0.032258064516129004,0.30434782608695654,0.7272727272727273
2021-07-29,9806.5,9815.0,9823.0,9828.25,-8.5,-8.0,-5.25,0.0625,0.06666666666666665,0.10526315789473695
2021-07-30,9708.75,9717.75,9726.5,9733.0,-9.0,-8.75,-6.5,0.05882352941176472,0.09375,0.23809523809523814
2021-08-02,9680.2,9689.45,9698.2,9704.7,-9.25,-8.75,-6.5,0.02777777777777768,0.0,0.0
2021-08-03,9520.0,9528.75,9538.0,9544.0,-8.75,-9.25,-6.0,-0.05405405405405406,0.05714285714285716,-0.07692307692307687
2021-08-04,9443.75,9453.0,9462.0,9468.0,-9.25,-9.0,-6.0,0.05714285714285716,-0.027027027027026973,0.0
2021-08-05,9469.76,9478.51,9486.76,9492.76,-8.75,-8.25,-6.0,-0.05405405405405406,-0.08333333333333337,0.0
2021-08-06,9444.0,9453.0,9463.0,9470.0,-9.0,-10.0,-7.0,0.02857142857142847,0.21212121212121215,0.16666666666666674
2021-08-09,9342.25,9351.75,9362.25,9370.0,-9.5,-10.5,-7.75,0.05555555555555558,0.050000000000000044,0.1071428571428572
2021-08-10,9495.75,9505.0,9514.0,9520.25,-9.25,-9.0,-6.25,-0.02631578947368418,-0.1428571428571429,-0.19354838709677424
2021-08-11,9484.25,9494.25,9504.25,9511.25,-10.0,-10.0,-7.0,0.08108108108108114,0.11111111111111116,0.1200000000000001
2021-08-12,9437.0,9448.0,9458.5,9466.5,-11.0,-10.5,-8.0,0.10000000000000009,0.050000000000000044,0.1428571428571428
2021-08-13,9542.75,9552.25,9560.75,9568.5,-9.5,-8.5,-7.75,-0.13636363636363635,-0.19047619047619047,-0.03125
2021-08-16,9419.5,9424.5,9431.0,9439.5,-5.0,-6.5,-8.5,-0.4736842105263158,-0.23529411764705888,0.09677419354838701
2021-08-18,9032.0,9038.0,9043.75,9049.75,-6.0,-5.75,-6.0,0.19999999999999996,-0.14814814814814814,-0.1724137931034483
2021-08-19,8892.0,8893.75,8895.5,8898.0,-1.75,-1.75,-2.5,-0.7083333333333333,-0.6956521739130435,-0.5833333333333333
2021-08-20,9041.0,9039.5,9039.0,9040.5,1.5,0.5,-1.5,-1.8571428571428572,-1.2857142857142856,-0.4
2021-08-23,9290.95,9282.0,9276.0,9275.0,8.950000000000728,6.0,1.0,4.966666666667152,11.0,-1.6666666666666665
2021-08-24,9374.5,9374.0,9375.5,9380.0,0.5,-1.5,-4.5,-0.944134078212295,-1.25,-5.5
2021-08-25,9356.5,9356.0,9356.0,9359.5,0.5,0.0,-3.5,0.0,-1.0,-0.2222222222222222
2021-08-26,9305.0,9302.5,9300.5,9302.0,2.5,2.0,-1.5,4.0,inf,-0.5714285714285714
2021-08-27,9413.75,9412.0,9410.5,9412.0,1.75,1.5,-1.5,-0.30000000000000004,-0.25,0.0
2021-08-31,9525.25,9523.5,9522.5,9521.25,1.75,1.0,1.25,0.0,-0.33333333333333337,-1.8333333333333335
2021-09-01,9333.25,9334.5,9335.75,9336.5,-1.25,-1.25,-0.75,-1.7142857142857144,-2.25,-1.6
2021-09-02,9366.75,9370.0,9374.0,9377.5,-3.25,-4.0,-3.5,1.6,2.2,3.666666666666667
2021-09-03,9422.75,9425.0,9428.0,9432.0,-2.25,-3.0,-4.0,-0.3076923076923077,-0.25,0.1428571428571428
2021-09-06,9443.75,9445.25,9447.75,9450.75,-1.5,-2.5,-3.0,-0.33333333333333337,-0.16666666666666663,-0.25
2021-09-07,9333.65,9340.4,9346.15,9351.65,-6.75,-5.75,-5.5,3.5,1.2999999999999998,0.8333333333333333
2021-09-08,9228.5,9237.5,9243.25,9249.75,-9.0,-5.75,-6.5,0.33333333333333326,0.0,0.18181818181818188
2021-09-09,9369.5,9376.75,9381.5,9387.0,-7.25,-4.75,-5.5,-0.19444444444444442,-0.17391304347826086,-0.15384615384615385
2021-09-10,9684.5,9687.5,9690.5,9693.5,-3.0,-3.0,-3.0,-0.5862068965517242,-0.368421052631579,-0.4545454545454546
2021-09-13,9550.5,9554.75,9557.75,9561.0,-4.25,-3.0,-3.25,0.41666666666666674,0.0,0.08333333333333326
2021-09-15,9617.75,9622.25,9627.0,9626.0,-4.5,-4.75,1.0,0.05882352941176472,0.5833333333333333,-1.3333333333333333
2021-09-16,9357.0,9362.0,9367.25,9366.5,-5.0,-5.25,0.75,0.11111111111111116,0.10526315789473695,-0.25
2021-09-17,9307.25,9309.5,9314.0,9312.75,-2.25,-4.5,1.25,-0.55,-0.1428571428571429,0.6666666666666667
2021-09-20,9034.15,9032.25,9034.5,9033.0,1.8999999999996362,-2.25,1.5,-1.844444444444283,-0.5,0.19999999999999996
2021-09-21,8976.5,8975.0,8976.25,8975.5,1.5,-1.25,0.75,-0.21052631578932257,-0.4444444444444444,-0.5
2021-09-22,9295.75,9291.25,9288.75,9285.75,4.5,2.5,3.0,2.0,-3.0,3.0
2021-09-23,9282.45,9278.5,9276.0,9272.5,3.9500000000007276,2.5,3.5,-0.12222222222206058,0.0,0.16666666666666674
2021-09-24,9341.75,9337.75,9334.25,9331.75,4.0,3.5,2.5,0.012658227847914816,0.3999999999999999,-0.2857142857142857
2021-09-27,9369.5,9365.0,9363.0,9362.0,4.5,2.0,1.0,0.125,-0.4285714285714286,-0.6
2021-09-28,9273.1,9269.6,9268.1,9269.1,3.5,1.5,-1.0,-0.2222222222222222,-0.25,-2.0
2021-09-29,9165.0,9159.0,9156.0,9155.0,6.0,3.0,1.0,0.7142857142857142,1.0,-2.0
2021-09-30,8940.5,8937.25,8936.25,8936.25,3.25,1.0,0.0,-0.45833333333333337,-0.6666666666666667,-1.0
2021-10-01,9131.5,9128.0,9127.5,9128.0,3.5,0.5,-0.5,0.07692307692307687,-0.5,-inf
2021-10-04,9254.0,9249.5,9249.5,9249.5,4.5,0.0,0.0,0.2857142857142858,-1.0,-1.0
2021-10-06,9048.35,9044.75,9043.25,9041.25,3.600000000000364,1.5,2.0,0.4400000000001456,2.0,inf
2021-10-07,9282.25,9280.0,9278.25,9274.75,2.25,1.75,3.5,-0.37500000000006317,0.16666666666666674,0.75
2021-10-08,9367.75,9363.5,9359.5,9355.75,4.25,4.0,3.75,0.8888888888888888,1.2857142857142856,0.0714285714285714
2021-10-11,9564.75,9552.5,9544.0,9537.0,12.25,8.5,7.0,1.8823529411764706,1.125,0.8666666666666667
2021-10-12,9490.0,9472.0,9465.0,9459.0,18.0,7.0,6.0,0.4693877551020409,-0.17647058823529416,-0.1428571428571429
2021-10-13,9701.5,9666.5,9654.5,9644.0,35.0,12.0,10.5,0.9444444444444444,0.7142857142857142,0.75
2021-10-14,10076.0,10002.0,9991.0,9975.0,74.0,11.0,16.0,1.1142857142857143,-0.08333333333333337,0.5238095238095237
2021-10-15,10493.0,10310.0,10293.0,10267.5,183.0,17.0,25.5,1.4729729729729728,0.5454545454545454,0.59375
2021-10-18,11299.5,10239.5,10210.0,10187.0,1060.0,29.5,23.0,4.7923497267759565,0.7352941176470589,-0.0980392156862745
2021-10-20,10271.25,10222.25,10192.5,10174.5,49.0,29.75,18.0,-0.9537735849056603,-0.09848484848484851,-0.28
2021-10-21,9948.5,9878.5,9841.5,9820.5,70.0,37.0,21.0,0.4285714285714286,0.24369747899159666,0.16666666666666674
2021-10-22,9792.0,9740.0,9712.0,9694.0,52.0,28.0,18.0,-0.2571428571428571,-0.2432432432432432,-0.1428571428571429
2021-10-25,9960.75,9897.75,9872.75,9861.5,63.0,25.0,11.25,0.21153846153846145,-0.1071428571428571,-0.375
2021-10-26,9885.5,9820.5,9795.5,9786.5,65.0,25.0,9.0,0.031746031746031855,0.0,-0.19999999999999996
2021-10-27,9625.0,9570.0,9552.0,9544.75,55.0,18.0,7.25,-0.15384615384615385,-0.28,-0.19444444444444442
2021-10-28,9815.5,9720.5,9675.5,9660.5,95.0,45.0,15.0,0.7272727272727273,1.5,1.0689655172413794
2021-10-29,9728.5,9558.5,9503.5,9488.0,170.0,55.0,15.5,0.7894736842105263,0.22222222222222232,0.03333333333333344
2021-11-01,9958.0,9683.0,9577.0,9542.0,275.0,106.0,35.0,0.6176470588235294,0.9272727272727272,1.2580645161290325
2021-11-02,9745.5,9585.5,9509.5,9485.5,160.0,76.0,24.0,-0.4181818181818182,-0.28301886792452835,-0.3142857142857143
2021-11-03,9646.5,9516.5,9468.0,9453.0,130.0,48.5,15.0,-0.1875,-0.36184210526315785,-0.375
2021-11-04,9699.0,9519.0,9452.0,9431.0,180.0,67.0,21.0,0.3846153846153846,0.38144329896907214,0.3999999999999999
2021-11-05,9752.0,9582.0,9532.0,9505.5,170.0,50.0,26.5,-0.05555555555555558,-0.25373134328358204,0.26190476190476186
2021-11-08,9897.5,9717.5,9657.5,9621.5,180.0,60.0,36.0,0.05882352941176472,0.19999999999999996,0.35849056603773577
2021-11-09,9764.5,9614.5,9567.0,9544.0,150.0,47.5,23.0,-0.16666666666666663,-0.20833333333333337,-0.36111111111111116
2021-11-10,9705.5,9585.5,9541.0,9526.0,120.0,44.5,15.0,-0.19999999999999996,-0.06315789473684208,-0.34782608695652173
2021-11-11,9808.5,9698.5,9648.5,9627.5,110.0,50.0,21.0,-0.08333333333333337,0.12359550561797761,0.3999999999999999
2021-11-12,9841.0,9776.0,9721.0,9706.0,65.0,55.0,15.0,-0.40909090909090906,0.10000000000000009,-0.2857142857142857
2021-11-15,9705.5,9710.5,9682.5,9669.5,-5.0,28.0,13.0,-1.0769230769230769,-0.49090909090909096,-0.1333333333333333
2021-11-17,9427.4,9418.4,9411.4,9406.0,9.0,7.0,5.399999999999636,-2.8,-0.2222222222222222,-0.16923076923082525
2021-11-18,9503.5,9481.5,9451.5,9436.5,22.0,30.0,15.0,1.4444444444444446,3.2857142857142856,1.777777777777965
2021-11-19,9744.0,9702.0,9659.0,9638.0,42.0,43.0,21.0,0.9090909090909092,0.43333333333333335,0.3999999999999999
2021-11-22,9831.5,9776.5,9736.5,9715.5,55.0,40.0,21.0,0.30952380952380953,-0.06976744186046513,0.0
2021-11-23,9809.0,9746.0,9720.0,9700.5,63.0,26.0,19.5,0.1454545454545455,-0.35,-0.0714285714285714
2021-11-24,9904.0,9859.5,9842.0,9829.0,44.5,17.5,13.0,-0.2936507936507936,-0.32692307692307687,-0.33333333333333337
2021-11-25,9898.0,9830.0,9809.0,9796.75,68.0,21.0,12.25,0.5280898876404494,0.19999999999999996,-0.05769230769230771
